,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,324.0,1502.0,1444.0,1.0,383.0,38.7,5508.0,,550.0,,4958.0,1360.0,,,652.0,,,M
1,2024-03-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,373.0,1555.0,1520.0,,408.0,38.7,4794.0,,524.0,,4270.0,1332.0,,,574.0,,,M
2,2024-02-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,311.0,1302.0,1240.0,,373.0,38.7,3968.0,,484.0,,3484.0,1243.0,,,536.0,,,M
3,2024-01-01,24,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,325.0,1351.0,1343.0,-1.0,332.0,38.7,4841.0,,400.0,,4441.0,1326.0,,,553.0,,,M
4,2023-12-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,165.0,1707.0,1547.0,,325.0,35.6,5603.0,,559.0,,5044.0,1463.0,,,703.0,,,M
5,2023-11-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,151.0,1844.0,1830.0,,165.0,35.6,6383.0,,511.0,,5872.0,1337.0,,,776.0,,,M
6,2023-10-01,25,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,297.0,1363.0,1509.0,,151.0,35.6,6619.0,,455.0,,6164.0,1346.0,,,762.0,,,M
7,2023-09-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,209.0,1776.0,1688.0,,297.0,35.6,4783.0,,532.0,,4251.0,1362.0,,,914.0,,,M
8,2023-08-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,195.0,2103.0,2089.0,,209.0,35.6,3508.0,,561.0,,2947.0,1379.0,,,1108.0,,,M
9,2023-07-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,436.0,2211.0,2452.0,,195.0,35.6,3711.0,,552.0,,3159.0,1313.0,,,1147.0,,,M
10,2023-06-01,25,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,,3069.0,2632.0,-1.0,436.0,35.3,3445.0,,451.0,,2994.0,1325.0,,,945.0,,,M
11,2023-05-01,0,SI,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,,,,,,,,,,,,,,,,,,
12,2023-04-01,0,SI,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,435.0,,435.0,,,35.3,,,,,,1000.0,,,,,,
13,2023-03-01,7,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,105.0,631.0,301.0,,435.0,35.3,2366.0,,96.0,,2270.0,1405.0,,,17.0,,,M
14,2023-02-01,0,SI,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,105.0,,,,105.0,,,,,,,,,,,,,
15,2023-01-01,24,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,399.0,1651.0,1945.0,,105.0,34.2,6906.0,,395.0,,6511.0,1421.0,,,610.0,,,M
16,2022-12-01,20,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,173.0,1123.0,896.0,-1.0,399.0,34.2,3627.0,,315.0,,3312.0,1397.0,,,624.0,,,M
17,2022-11-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,155.0,1958.0,1941.0,1.0,173.0,34.2,5872.0,,515.0,,5357.0,1333.0,,,1117.0,,,M
18,2022-10-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,528.0,1627.0,1999.0,-1.0,155.0,34.2,6089.0,,171.0,,5918.0,1390.0,,,877.0,,,M
19,2022-09-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,300.0,2047.0,1818.0,-1.0,528.0,34.2,6240.0,,199.0,,6041.0,1377.0,,,1137.0,,,M
20,2022-08-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,142.0,2226.0,2068.0,,300.0,34.6,7483.0,,207.0,,7276.0,1382.0,,,1300.0,,,M
21,2022-07-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,651.0,2119.0,2628.0,,142.0,36.8,7354.0,,206.0,,7148.0,1359.0,,,1463.0,,,M
22,2022-06-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,152.0,2256.0,1757.0,,651.0,38.6,8030.0,,186.0,,7844.0,1382.0,,,1607.0,,,M
23,2022-05-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,133.0,3036.0,3018.0,1.0,152.0,40.0,6370.0,,203.0,,6167.0,1362.0,,,1053.0,,,M
24,2022-04-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,147.0,2463.0,2476.0,-1.0,133.0,40.0,6648.0,,194.0,,6454.0,1363.0,,,1280.0,,,M
25,2022-03-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,133.0,2904.0,2890.0,,147.0,40.0,7225.0,,208.0,,7017.0,1363.0,,,1917.0,,,M
26,2022-02-01,28,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,150.0,2497.0,2514.0,,133.0,35.2,2090.0,,106.0,,1984.0,1315.0,,,1821.0,,,M
27,2022-01-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,235.0,3153.0,3238.0,,150.0,35.3,6086.0,,178.0,,5908.0,1391.0,,,2748.0,,,M
28,2021-12-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,231.0,3056.0,3052.0,,235.0,35.1,4474.0,,184.0,,4290.0,1385.0,,,3870.0,,,M
29,2021-11-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,184.0,1144.0,1097.0,,231.0,35.9,2385.0,,163.0,,2222.0,1378.0,,,6468.0,,,M
30,2021-10-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,163.0,3805.0,3784.0,,184.0,35.7,8803.0,,149.0,,8654.0,1414.0,,,1716.0,,,M
31,2021-09-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,161.0,4044.0,4042.0,,163.0,35.7,8473.0,,143.0,,8330.0,1420.0,,,1916.0,,,M
32,2021-08-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,160.0,4353.0,4352.0,,161.0,35.4,8119.0,,138.0,,7981.0,1417.0,,,2676.0,,,M
33,2021-07-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,181.0,4372.0,4393.0,,160.0,35.8,7295.0,,133.0,,7162.0,1441.0,,,3346.0,,,M
34,2021-06-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,181.0,3738.0,3762.0,,157.0,34.8,5222.0,,151.0,,5071.0,1451.0,,,3197.0,,,M
35,2021-05-01,16,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,170.0,997.0,986.0,,181.0,34.3,332.0,,78.0,,254.0,1402.0,,,2080.0,,,M
36,2021-04-01,23,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,174.0,2838.0,2841.0,-1.0,170.0,34.8,4944.0,,112.0,,4832.0,1391.0,,,970.0,,,M
37,2021-03-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,174.0,4459.0,4458.0,,175.0,35.9,10082.0,,146.0,,9936.0,1376.0,,,1511.0,,,M
38,2021-02-01,28,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,179.0,4793.0,4798.0,,174.0,36.2,11249.0,,280.0,,10969.0,1370.0,,,1709.0,,,M
39,2021-01-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,230.0,5748.0,5799.0,,179.0,36.4,15628.0,,42.0,,15586.0,1366.0,,,1896.0,,,M
40,2020-12-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,230.0,6241.0,6241.0,,230.0,35.8,12264.0,,300.0,,11964.0,1392.0,,,2951.0,,,M
41,2020-11-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,178.0,6300.0,6248.0,,230.0,36.2,11982.0,,300.0,,11682.0,1363.0,,,3657.0,,,M
42,2020-10-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,75.0,7190.0,7087.0,,178.0,36.0,11382.0,,310.0,,11072.0,1359.0,,,3947.0,,,M
43,2020-09-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,64.0,8364.0,8353.0,,75.0,35.4,16622.0,,300.0,,16322.0,1375.0,,,4619.0,,,M
44,2020-08-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,78.0,9817.0,9831.0,,64.0,36.1,19925.0,,310.0,,19615.0,1396.0,,,5921.0,,,M
45,2020-07-01,31,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,188.0,10910.0,11020.0,,78.0,35.3,20698.0,,310.0,,20388.0,1547.0,,,7338.0,,,M
46,2020-06-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,72.0,12940.0,12824.0,,188.0,35.8,22160.0,,290.0,,21870.0,1518.0,,,8256.0,,,M
47,2020-05-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,46.0,15705.0,15679.0,,72.0,35.4,25747.0,,300.0,,25447.0,1399.0,,,10044.0,,,M
48,2020-04-01,30,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,59.0,16595.0,16608.0,,46.0,35.4,18932.0,,300.0,,18632.0,1399.0,,,13738.0,,,M
49,2020-03-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,253.0,13983.0,14177.0,,59.0,35.7,7980.0,,290.0,,7690.0,1551.0,,,14275.0,,,M
50,2020-02-01,29,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,88.0,10500.0,10335.0,,253.0,35.0,5433.0,,290.0,,5143.0,1583.0,,,20431.0,,,M
51,2020-01-01,23,PR,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,,2242.0,2154.0,,88.0,37.5,907.0,,230.0,,677.0,1518.0,,,9267.0,,,M
52,2019-12-01,0,DG,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,,,,,,,,,,,,,,,,,,
53,2019-11-01,0,DG,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,,,,,,,,,,,,,,,,,,
54,2019-10-01,0,DG,CIVITAS NORTH LLC,123,46655,0,NIOBRARA,,,,,,,,,,,,,,,,,,
