,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,52.0,114.0,135.0,,31.0,41.0,1239.0,,,,1239.0,1332.0,,,556.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,34.0,152.0,134.0,,52.0,41.0,1578.0,,,,1578.0,1332.0,,,664.0,,,M
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,19.0,133.0,118.0,,34.0,41.0,1528.0,,,,1528.0,1330.0,,,761.0,,,M
3,2024-02-01,29,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,10.0,126.0,117.0,,19.0,33.0,1693.0,,,,1693.0,1330.0,,,650.0,,,M
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,10.0,66.0,66.0,,10.0,33.0,1506.0,1.0,,,1505.0,1330.0,,,565.0,,,M
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,16.0,73.0,79.0,,10.0,33.0,1582.0,,,,1582.0,1327.0,,,676.0,,,M
6,2023-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,17.0,89.0,90.0,,16.0,41.0,1719.0,,,,1719.0,1329.0,,,587.0,,,M
7,2023-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,26.0,154.0,163.0,,17.0,41.0,2268.0,,,,2268.0,1333.0,,,666.0,,,M
8,2023-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,25.0,156.0,155.0,,26.0,41.0,2177.0,,,,2177.0,1343.0,,,830.0,,,M
9,2023-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,18.0,188.0,181.0,,25.0,40.0,2420.0,,,,2420.0,1343.0,,,807.0,,,M
10,2023-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,52.0,187.0,221.0,,18.0,40.0,2448.0,,,,2448.0,1336.0,,,858.0,,,M
11,2023-06-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,32.0,212.0,192.0,,52.0,40.0,2512.0,,,,2512.0,1323.0,,,933.0,,,M
12,2023-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,28.0,199.0,195.0,,32.0,40.0,2302.0,,,,2302.0,1323.0,,,1032.0,,,M
13,2023-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,38.0,153.0,163.0,,28.0,40.0,1808.0,,,,1808.0,1323.0,,,939.0,,,M
14,2023-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,28.0,171.0,161.0,,38.0,41.0,2201.0,,,,2201.0,1330.0,,,990.0,,,M
15,2023-02-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,22.0,182.0,176.0,,28.0,42.0,2432.0,,,,2432.0,1330.0,,,1112.0,,,M
16,2023-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,16.0,195.0,189.0,,22.0,41.0,2683.0,,,,2683.0,1332.0,,,1275.0,,,M
17,2022-12-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,21.0,197.0,202.0,,16.0,38.0,2564.0,,,,2564.0,1335.0,,,763.0,,,M
18,2022-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,17.0,285.0,281.0,,21.0,40.0,2855.0,,,,2855.0,1336.0,,,841.0,,,M
19,2022-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,14.0,285.0,282.0,,17.0,40.0,2751.0,9.0,,,2742.0,1337.0,,,884.0,,,M
20,2022-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,32.0,282.0,300.0,,14.0,40.0,2402.0,,,,2402.0,1338.0,,,812.0,,,M
21,2022-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,49.0,336.0,353.0,,32.0,39.0,2793.0,,,,2793.0,1345.0,,,973.0,,,M
22,2022-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,20.0,323.0,294.0,,49.0,39.0,2961.0,9.0,,,2952.0,1345.0,,,981.0,,,M
23,2022-06-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,36.0,243.0,259.0,,20.0,40.0,3081.0,,,,3081.0,1338.0,,,723.0,,,M
24,2022-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,57.0,471.0,492.0,,36.0,40.0,3232.0,8.0,,,3224.0,1339.0,,,1049.0,,,M
25,2022-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,21.0,512.0,476.0,,57.0,40.0,2684.0,,,,2684.0,1352.0,,,212.0,,,M
26,2022-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,62.0,313.0,354.0,,21.0,41.0,3429.0,,,,3429.0,1341.0,,,132.0,,,M
27,2022-02-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,70.0,381.0,389.0,,62.0,41.0,3355.0,,,,3355.0,1325.0,,,609.0,,,M
28,2022-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,65.0,493.0,488.0,,70.0,38.0,3896.0,,,,3896.0,1328.0,,,515.0,,,M
29,2021-12-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,61.0,441.0,437.0,,65.0,38.0,4028.0,2.0,,,4026.0,1338.0,,,512.0,,,M
30,2021-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,42117,0,NIOBRARA,41.0,412.0,392.0,,61.0,38.0,2374.0,,,,2374.0,1345.0,,,1080.0,,,M
31,2021-10-01,31,PR,WHITING OIL & GAS CORPORATION,123,42117,0,NIOBRARA,31.0,454.0,444.0,,41.0,37.5,2818.0,27.0,,,2791.0,1348.0,,,1274.0,,,M
32,2021-09-01,30,PR,WHITING OIL & GAS CORPORATION,123,42117,0,NIOBRARA,33.0,340.0,342.0,,31.0,39.2,3790.0,,,,3790.0,1351.0,,,1613.0,,,M
