,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,72.0,141.0,147.0,,66.0,39.0,971.0,7.0,,,964.0,1298.0,,,594.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,88.0,155.0,171.0,,72.0,40.0,241.0,1.0,,,240.0,1298.0,,,574.0,,,M
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,90.0,141.0,143.0,,88.0,40.0,813.0,2.0,,,811.0,1298.0,,,586.0,,,M
3,2024-02-01,29,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,75.0,150.0,135.0,,90.0,40.0,264.0,8.0,,,256.0,1298.0,,,605.0,,,M
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,98.0,196.0,219.0,,75.0,39.0,100.0,3.0,,,97.0,1316.0,,,877.0,,,M
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,82.0,187.0,171.0,,98.0,39.0,191.0,1.0,,,190.0,1316.0,,,587.0,,,M
6,2023-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,70.0,282.0,270.0,,82.0,39.0,715.0,11.0,,,704.0,1317.0,,,1677.0,,,M
7,2023-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,42.0,303.0,275.0,,70.0,38.0,1226.0,41.0,,,1185.0,1317.0,,,1422.0,,,M
8,2023-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,52.0,123.0,133.0,,42.0,38.0,272.0,9.0,,,263.0,1321.0,,,159.0,,,M
9,2023-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,112.0,168.0,228.0,,52.0,39.0,171.0,1.0,,,170.0,1336.0,,,121.0,,,M
10,2023-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,106.0,223.0,217.0,,112.0,38.0,297.0,1.0,,,296.0,1336.0,,,84.0,,,M
11,2023-06-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,64.0,178.0,136.0,,106.0,38.0,48.0,,,,48.0,1336.0,,,160.0,,,M
12,2023-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,118.0,136.0,190.0,,64.0,39.0,368.0,1.0,,,367.0,1335.0,,,162.0,,,M
13,2023-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,81.0,226.0,189.0,,118.0,39.0,1884.0,2.0,,,1882.0,1335.0,,,167.0,,,M
14,2023-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39524,0,NIOBRARA,65.0,149.0,133.0,,81.0,38.0,588.0,1.0,,,587.0,1337.0,,,761.0,,,M
