,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,463.0,562.0,939.0,,86.0,37.0,1917.0,,,,1917.0,1301.0,,,1342.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,72.0,2731.0,2340.0,,463.0,37.0,3310.0,,,,3310.0,1300.0,,,693.0,,,M
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,62.0,579.0,569.0,,72.0,37.0,1832.0,,,,1832.0,1303.0,,,1057.0,,,M
3,2024-02-01,29,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,89.0,471.0,498.0,,62.0,38.0,1581.0,,,,1581.0,1302.0,,,965.0,,,M
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,75.0,490.0,476.0,,89.0,38.0,1602.0,,,,1602.0,1299.0,,,1087.0,,,M
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,74.0,630.0,629.0,,75.0,38.0,1694.0,,,,1694.0,1302.0,,,1214.0,,,M
6,2023-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,61.0,550.0,537.0,,74.0,39.0,2194.0,,,,2194.0,1297.0,,,469.0,,,M
7,2023-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,43.0,623.0,605.0,,61.0,39.0,2782.0,,,,2782.0,1299.0,,,407.0,,,M
8,2023-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,69.0,423.0,449.0,,43.0,39.0,1126.0,,,,1126.0,1298.0,,,320.0,,,M
9,2023-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,130.0,642.0,703.0,,69.0,38.0,10318.0,40.0,,,10278.0,1299.0,,,612.0,,,M
10,2023-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,95.0,922.0,887.0,,130.0,38.0,5765.0,282.0,,,5483.0,1299.0,,,1697.0,,,M
11,2023-06-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,87.0,713.0,705.0,,95.0,38.0,1843.0,2.0,,,1841.0,1302.0,,,1005.0,,,M
12,2023-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39199,0,NIOBRARA,68.0,733.0,714.0,,87.0,38.0,1605.0,,,,1605.0,1299.0,,,1421.0,,,M
