,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,59.0,134.0,150.0,-1.0,42.0,40.5,,,,,,,,,221.0,,,C
1,2024-04-01,25,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,75.0,139.0,156.0,1.0,59.0,39.8,,,,,,,,,148.0,,,C
2,2024-03-01,27,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,41.0,197.0,162.0,-1.0,75.0,41.2,,,,,,,,,97.0,,,C
3,2024-02-01,29,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,54.0,98.0,111.0,,41.0,41.9,,,,,,,,,144.0,,,C
4,2024-01-01,30,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,54.0,140.0,140.0,,54.0,41.9,,,,,,,,,95.0,,,C
5,2023-12-01,31,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,62.0,198.0,206.0,,54.0,42.4,,,,,,,,,127.0,,,C
6,2023-11-01,15,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,59.0,108.0,105.0,,62.0,42.5,,,,,,,,,64.0,,,C
7,2023-10-01,25,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,82.0,151.0,174.0,,59.0,42.3,,,,,,,,,75.0,,,C
8,2023-09-01,28,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,78.0,256.0,251.0,-1.0,82.0,40.0,,,,,,,,,76.0,,,C
9,2023-08-01,31,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,61.0,265.0,249.0,1.0,78.0,40.0,,,,,,,,,120.0,,,C
10,2023-07-01,31,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,61.0,186.0,185.0,-1.0,61.0,40.1,,,,,,,,,146.0,,,C
11,2023-06-01,30,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,98.0,172.0,210.0,1.0,61.0,40.7,,,,,,,,,113.0,,,C
12,2023-05-01,31,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,181.0,258.0,341.0,,98.0,42.3,,,,,,,,,112.0,,,M
13,2023-04-01,30,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,109.0,420.0,348.0,,181.0,42.3,,,,,,,,,96.0,,,I
14,2023-03-01,31,PR,NOBLE ENERGY INC,123,39872,0,NIOBRARA,91.0,299.0,280.0,-1.0,109.0,40.8,,,,,,,,,80.0,,,I
