,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,125.0,571.0,524.0,,172.0,44.0,2584.0,,5.0,,2579.0,1345.0,,,31.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,123.0,405.0,403.0,,125.0,44.0,1810.0,,4.0,,1806.0,1345.0,,,4.0,,,M
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,133.0,517.0,527.0,,123.0,47.0,2929.0,7.0,5.0,,2917.0,1349.0,,,,,,
3,2024-02-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,155.0,452.0,474.0,,133.0,47.0,1642.0,,3.0,,1639.0,1339.0,,,55.0,,,M
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,139.0,517.0,501.0,,155.0,47.0,1926.0,,4.0,,1922.0,1344.0,,,87.0,,,M
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,127.0,660.0,648.0,,139.0,44.0,2814.0,,5.0,,2809.0,1342.0,,,14.0,,,M
6,2023-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,136.0,744.0,753.0,,127.0,44.0,3069.0,9.0,6.0,,3054.0,1352.0,,,,,,
7,2023-10-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,134.0,736.0,734.0,,136.0,44.0,3623.0,,7.0,,3616.0,1350.0,,,75.0,,,M
8,2023-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,133.0,736.0,735.0,,134.0,42.0,4984.0,,10.0,,4974.0,1338.0,,,126.0,,,M
9,2023-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,150.0,784.0,801.0,,133.0,42.0,3981.0,,9.0,,3972.0,1344.0,,,103.0,,,M
10,2023-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,130.0,733.0,713.0,,150.0,42.0,4283.0,,9.0,,4274.0,1370.0,,,260.0,,,M
11,2023-06-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,124.0,774.0,768.0,,130.0,42.0,3430.0,,6.0,,3424.0,1364.0,,,32.0,,,M
12,2023-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,166.0,740.0,782.0,,124.0,42.0,2594.0,,5.0,,2589.0,1344.0,,,13.0,,,M
13,2023-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,118.0,858.0,810.0,,166.0,42.0,3704.0,,7.0,,3697.0,1351.0,,,11.0,,,M
14,2023-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,176.0,814.0,872.0,,118.0,42.0,2275.0,,4.0,,2271.0,1361.0,,,3.0,,,M
15,2023-02-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,228.0,663.0,715.0,,176.0,42.0,876.0,7.0,2.0,,867.0,1350.0,,,16.0,,,M
16,2023-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,143.0,1023.0,938.0,,228.0,43.0,2188.0,,6.0,,2182.0,1359.0,,,51.0,,,M
17,2022-12-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,124.0,833.0,814.0,,143.0,42.0,4236.0,46.0,8.0,,4182.0,1358.0,,,40.0,,,M
18,2022-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,118.0,779.0,773.0,,124.0,42.0,3127.0,5.0,6.0,,3116.0,1370.0,,,77.0,,,M
19,2022-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,170.0,1060.0,1112.0,,118.0,41.0,4060.0,2.0,7.0,,4051.0,1360.0,,,72.0,,,M
20,2022-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,214.0,1242.0,1286.0,,170.0,41.0,2982.0,22.0,4.0,,2956.0,1350.0,,,344.0,,,M
21,2022-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,99.0,1656.0,1541.0,,214.0,41.0,1744.0,1.0,2.0,,1741.0,1354.0,,,204.0,,,M
22,2022-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,14.0,1117.0,1032.0,,99.0,39.0,501.0,3.0,1.0,,497.0,1354.0,,,56.0,,,M
23,2022-06-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,17.0,112.0,115.0,,14.0,41.0,52.0,,,,52.0,1328.0,,,71.0,,,M
24,2022-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,23.0,157.0,163.0,,17.0,41.0,852.0,5.0,1.0,,846.0,1347.0,,,146.0,,,M
25,2022-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,20.0,188.0,185.0,,23.0,42.0,1682.0,,3.0,,1679.0,1337.0,,,138.0,,,M
26,2022-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36124,0,NIOBRARA,30.0,221.0,231.0,,20.0,36.0,2745.0,,4.0,,2741.0,1356.0,,,119.0,,,M
