,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,38.0,385.0,364.0,,59.0,37.0,1105.0,,,,1105.0,1301.0,,,407.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,53.0,223.0,238.0,,38.0,37.0,1185.0,,,,1185.0,1300.0,,,438.0,,,M
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,77.0,424.0,448.0,,53.0,37.0,1206.0,,,,1206.0,1303.0,,,358.0,,,M
3,2024-02-01,29,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,80.0,589.0,592.0,,77.0,38.0,1498.0,,,,1498.0,1302.0,,,367.0,,,M
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,54.0,440.0,414.0,,80.0,38.0,1404.0,,,,1404.0,1299.0,,,904.0,,,M
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,61.0,455.0,462.0,,54.0,38.0,1235.0,,,,1235.0,1302.0,,,808.0,,,M
6,2023-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,50.0,453.0,442.0,,61.0,39.0,1370.0,,,,1370.0,1297.0,,,361.0,,,M
7,2023-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,55.0,511.0,516.0,,50.0,39.0,781.0,,,,781.0,1299.0,,,64.0,,,M
8,2023-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,61.0,537.0,543.0,,55.0,39.0,1295.0,,,,1295.0,1298.0,,,592.0,,,M
9,2023-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,42.0,569.0,550.0,,61.0,38.0,1150.0,4.0,,,1146.0,1299.0,,,973.0,,,M
10,2023-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,73.0,297.0,328.0,,42.0,38.0,2601.0,127.0,,,2474.0,1299.0,,,446.0,,,M
11,2023-06-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,73.0,546.0,546.0,,73.0,38.0,1401.0,2.0,,,1399.0,1302.0,,,430.0,,,M
12,2023-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,65.0,614.0,606.0,,73.0,38.0,2123.0,,,,2123.0,1299.0,,,389.0,,,M
13,2023-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,79.0,539.0,553.0,,65.0,38.0,4143.0,,,,4143.0,1297.0,,,430.0,,,M
14,2023-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,84.0,667.0,672.0,,79.0,38.0,4024.0,,,,4024.0,1294.0,,,488.0,,,M
15,2023-02-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,102.0,577.0,595.0,,84.0,39.0,1213.0,22.0,,,1191.0,1291.0,,,442.0,,,M
16,2023-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,39202,0,NIOBRARA,97.0,602.0,597.0,,102.0,39.0,988.0,,,,988.0,1291.0,,,546.0,,,M
