,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,12.0,345.0,344.0,,13.0,39.3,2447.0,,,-31.0,2478.0,1326.0,,,112.0,,,C
1,2024-04-01,28,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,13.0,288.0,289.0,,12.0,39.3,2519.0,,,-79.0,2598.0,1321.0,,,43.0,,,C
2,2024-03-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,23.0,383.0,392.0,-1.0,13.0,39.3,3029.0,,,,3029.0,1403.0,,,139.0,,,C
3,2024-02-01,29,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,24.0,569.0,571.0,1.0,23.0,39.3,3818.0,,,,3818.0,1336.0,,,111.0,,,C
4,2024-01-01,25,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,29.0,579.0,584.0,,24.0,39.3,2972.0,,,,2972.0,1326.0,,,104.0,,,C
5,2023-12-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,29.0,883.0,883.0,,29.0,39.3,2715.0,,,,2715.0,1332.0,,,126.0,,,C
6,2023-11-01,28,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,32.0,882.0,885.0,,29.0,39.3,3352.0,,,,3352.0,1326.0,,,70.0,,,C
7,2023-10-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,46.0,894.0,907.0,-1.0,32.0,39.3,2962.0,,,,2962.0,1353.0,,,98.0,,,C
8,2023-09-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,170.0,909.0,1033.0,,46.0,39.3,2315.0,,,,2315.0,1372.0,,,99.0,,,C
9,2023-08-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,49.0,1049.0,928.0,,170.0,39.3,1576.0,,,,1576.0,1374.0,,,158.0,,,C
10,2023-07-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,43.0,752.0,746.0,,49.0,39.3,1531.0,,,,1531.0,1346.0,,,178.0,,,C
11,2023-06-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,44.0,820.0,821.0,,43.0,39.3,2284.0,,,,2284.0,1358.0,,,160.0,,,C
12,2023-05-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,63.0,876.0,895.0,,44.0,39.3,2743.0,,,,2743.0,1349.0,,,147.0,,,M
13,2023-04-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,51.0,787.0,776.0,1.0,63.0,39.3,3095.0,,,,3095.0,1351.0,,,122.0,,,I
14,2023-03-01,18,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,44.0,512.0,504.0,-1.0,51.0,40.5,4325.0,,1040.0,,3285.0,1349.0,,,82.0,,,I
15,2023-02-01,10,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,46.0,181.0,183.0,,44.0,39.3,1582.0,,801.0,,781.0,1347.0,,,27.0,,,I
16,2023-01-01,25,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,53.0,573.0,580.0,,46.0,39.3,3305.0,,918.0,,2387.0,1346.0,,,58.0,,,C
17,2022-12-01,17,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,62.0,364.0,372.0,-1.0,53.0,39.0,2052.0,,781.0,,1271.0,1346.0,,,52.0,,,I
18,2022-11-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,172.0,861.0,972.0,1.0,62.0,39.3,3467.0,,263.0,,3204.0,1345.0,,,89.0,,,I
19,2022-10-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,107.0,1004.0,939.0,,172.0,39.3,4171.0,,1395.0,,2776.0,1343.0,,,216.0,,,I
20,2022-09-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,37.0,428.0,358.0,,107.0,39.3,2246.0,,1220.0,,1026.0,1337.0,,,187.0,,,I
21,2022-08-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,38.0,808.0,809.0,,37.0,39.3,4341.0,,1112.0,,3229.0,1337.0,,,212.0,,,I
22,2022-07-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,37.0,930.0,930.0,1.0,38.0,39.3,4758.0,,1029.0,,3729.0,1349.0,,,126.0,,,I
23,2022-06-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,34.0,832.0,829.0,,37.0,39.2,4715.0,,811.0,,3904.0,1346.0,,,51.0,,,I
24,2022-05-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,40.0,960.0,966.0,,34.0,39.3,4803.0,,1038.0,,3765.0,1353.0,,,78.0,,,I
25,2022-04-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,46.0,866.0,872.0,,40.0,39.3,5243.0,,1038.0,,4205.0,1346.0,,,134.0,,,I
26,2022-03-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,73.0,869.0,896.0,,46.0,39.2,4795.0,,940.0,,3855.0,1346.0,,,158.0,,,I
27,2022-02-01,28,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,34.0,841.0,803.0,1.0,73.0,39.3,3488.0,,834.0,,2654.0,1346.0,,,114.0,,,I
28,2022-01-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,30.0,907.0,903.0,,34.0,39.2,4394.0,,887.0,,3507.0,1342.0,,,111.0,,,I
29,2021-12-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,39.0,888.0,897.0,,30.0,39.2,4533.0,,930.0,,3603.0,1342.0,,,98.0,,,I
30,2021-11-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,37.0,946.0,945.0,1.0,39.0,39.1,4819.0,,912.0,,3907.0,1343.0,,,122.0,,,I
31,2021-10-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,22.0,1010.0,995.0,,37.0,38.9,4977.0,,933.0,,4044.0,1343.0,,,137.0,,,I
32,2021-09-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,75.0,1169.0,1222.0,,22.0,36.1,4289.0,,821.0,,3468.0,1416.0,,,161.0,,,C
33,2021-08-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,52.0,1303.0,1280.0,,75.0,35.9,4801.0,,891.0,,3910.0,1426.0,,,169.0,,,C
34,2021-07-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,21.0,1474.0,1443.0,,52.0,35.9,5236.0,,999.0,,4237.0,1414.0,,,185.0,,,C
35,2021-06-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,41.0,1164.0,1184.0,,21.0,36.0,4866.0,,945.0,,3921.0,1414.0,,,156.0,,,C
36,2021-05-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,38.0,1308.0,1305.0,,41.0,36.4,5136.0,,960.0,,4176.0,1415.0,,,226.0,,,C
37,2021-04-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,36.0,1230.0,1228.0,,38.0,36.7,5711.0,,1097.0,,4614.0,1414.0,,,235.0,,,C
38,2021-03-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,36.0,981.0,981.0,,36.0,36.1,5699.0,,1336.0,,4363.0,1414.0,,,174.0,,,C
39,2021-02-01,28,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,49.0,1185.0,1198.0,,36.0,36.7,3920.0,,877.0,,3043.0,1417.0,,,9.0,,,C
40,2021-01-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,23.0,1372.0,1346.0,,49.0,39.6,1406.0,,286.0,,1120.0,1416.0,,,28.0,,,C
41,2020-12-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,17.0,1512.0,1506.0,,23.0,36.8,5430.0,,1016.0,,4414.0,1418.0,,,254.0,,,C
42,2020-11-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,16.0,1567.0,1566.0,,17.0,37.3,3427.0,,367.0,,3060.0,1408.0,,,333.0,,,C
43,2020-10-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,46.0,1217.0,1247.0,,16.0,34.8,1486.0,,177.0,,1309.0,1408.0,,,208.0,,,C
44,2020-09-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,11.0,1271.0,1236.0,,46.0,34.7,2468.0,,293.0,,2175.0,1410.0,,,288.0,,,C
45,2020-08-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,20.0,1071.0,1080.0,,11.0,39.1,846.0,,138.0,,708.0,1437.0,,,191.0,,,C
46,2020-07-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,14.0,1393.0,1387.0,,20.0,39.9,2975.0,,334.0,,2641.0,1355.0,,,346.0,,,C
47,2020-06-01,26,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,27.0,890.0,903.0,,14.0,37.3,2044.0,,335.0,,1709.0,1358.0,,,123.0,,,C
48,2020-05-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,36.0,1417.0,1426.0,,27.0,36.0,3258.0,,450.0,,2808.0,1415.0,,,201.0,,,C
49,2020-04-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,23.0,1565.0,1552.0,,36.0,39.8,2055.0,,275.0,,1780.0,1415.0,,,222.0,,,C
50,2020-03-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,32.0,1528.0,1537.0,,23.0,36.0,3756.0,,457.0,,3299.0,1385.0,,,277.0,,,C
51,2020-02-01,28,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,25.0,1388.0,1381.0,,32.0,36.1,4387.0,,604.0,,3783.0,1350.0,,,61.0,,,C
52,2020-01-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,31.0,1872.0,1878.0,,25.0,35.6,5768.0,,631.0,,5137.0,1276.0,,,323.0,,,C
53,2019-12-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,48.0,2198.0,2215.0,,31.0,35.1,5125.0,,,,5125.0,1386.0,,,401.0,,,C
54,2019-11-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,36.0,2150.0,2138.0,,48.0,36.3,4416.0,,,,4416.0,1325.0,,,212.0,,,C
55,2019-10-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,27.0,1646.0,1637.0,,36.0,37.0,3859.0,,,,3859.0,1410.0,,,441.0,,,C
56,2019-09-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,24.0,1105.0,1102.0,,27.0,42.9,3305.0,,,,3305.0,1408.0,,,1582.0,,,C
57,2019-08-01,31,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,37.0,1816.0,1829.0,,24.0,35.6,5245.0,,,,5245.0,1407.0,,,129.0,,,C
58,2019-07-01,17,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,35.0,1189.0,1187.0,,37.0,34.8,3777.0,,,,3777.0,1406.0,,,255.0,,,C
59,2019-06-01,30,PR,NOBLE ENERGY INC,123,43479,0,NIOBRARA,16.0,2454.0,2435.0,,35.0,35.0,6167.0,,,,6167.0,1406.0,,,376.0,,,C
