,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,72.0,141.0,122.0,,91.0,39.0,2665.0,3.0,,,2662.0,1298.0,,,78.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,24.0,117.0,69.0,,72.0,41.0,2269.0,,,,2269.0,1298.0,,,,,,
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,75.0,43.0,94.0,,24.0,41.0,421.0,,,,421.0,1298.0,,,,,,
3,2024-02-01,29,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,161.0,168.0,254.0,,75.0,41.0,56.0,,,,56.0,1298.0,,,,,,
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,124.0,168.0,131.0,,161.0,40.0,,,,,,,,,,,,
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,65.0,197.0,138.0,,124.0,40.0,189.0,,,,189.0,1316.0,,,,,,
6,2023-11-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,57.0,130.0,122.0,,65.0,41.0,1452.0,1.0,,,1451.0,1317.0,,,,,,
7,2023-10-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,66.0,170.0,179.0,,57.0,38.0,1550.0,8.0,,,1542.0,1317.0,,,3.0,,,M
8,2023-09-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,46.0,164.0,144.0,,66.0,38.0,430.0,4.0,,,426.0,1321.0,,,45.0,,,M
9,2023-08-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,37838,0,NIOBRARA,108.0,127.0,189.0,,46.0,38.0,842.0,25.0,,,817.0,1336.0,,,69.0,,,M
