,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,44.0,323.0,327.0,,40.0,37.4,2808.0,,848.0,-25.0,1985.0,1326.0,,,31.0,,,C
1,2024-04-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,77.0,452.0,485.0,,44.0,37.4,2881.0,,826.0,-64.0,2119.0,1321.0,,,41.0,,,C
2,2024-03-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,90.0,667.0,680.0,,77.0,40.9,3400.0,,779.0,,2621.0,1403.0,,,23.0,,,C
3,2024-02-01,29,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,107.0,959.0,976.0,,90.0,39.7,3279.0,,745.0,,2534.0,1336.0,,,13.0,,,C
4,2024-01-01,0,SI,NOBLE ENERGY INC,123,41586,0,NIOBRARA,107.0,,,,107.0,,,,,,,,,,,,,
5,2023-12-01,0,SI,NOBLE ENERGY INC,123,41586,0,NIOBRARA,107.0,,,,107.0,,,,,,,,,,,,,
6,2023-11-01,0,SI,NOBLE ENERGY INC,123,41586,0,NIOBRARA,107.0,,,,107.0,,,,,,,,,,,,,
7,2023-10-01,0,SI,NOBLE ENERGY INC,123,41586,0,NIOBRARA,125.0,,13.0,-5.0,107.0,39.2,,,,,,,,,,,,
8,2023-09-01,0,SI,NOBLE ENERGY INC,123,41586,0,NIOBRARA,129.0,,5.0,1.0,125.0,39.1,,,,,,,,,,,,
9,2023-08-01,1,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,134.0,23.0,6.0,-22.0,129.0,39.2,608.0,,586.0,,22.0,1375.0,,,,,,C
10,2023-07-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,91.0,694.0,650.0,-1.0,134.0,39.3,2881.0,,882.0,,1999.0,1346.0,,,156.0,,,C
11,2023-06-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,84.0,589.0,582.0,,91.0,39.2,2972.0,,867.0,,2105.0,1358.0,,,50.0,,,C
12,2023-05-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,84.0,524.0,523.0,-1.0,84.0,37.4,3042.0,,865.0,,2177.0,1349.0,,,55.0,,,M
13,2023-04-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,81.0,535.0,532.0,,84.0,37.5,2870.0,,872.0,,1998.0,1351.0,,,116.0,,,I
14,2023-03-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,86.0,550.0,555.0,,81.0,39.5,3195.0,,1045.0,,2150.0,1349.0,,,23.0,,,I
15,2023-02-01,27,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,139.0,503.0,556.0,,86.0,37.5,2375.0,,905.0,,1470.0,1347.0,,,28.0,,,I
16,2023-01-01,29,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,93.0,588.0,541.0,-1.0,139.0,37.4,2579.0,,765.0,,1814.0,1346.0,,,40.0,,,C
17,2022-12-01,26,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,88.0,497.0,493.0,1.0,93.0,37.5,1692.0,,572.0,,1120.0,1346.0,,,33.0,,,I
18,2022-11-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,84.0,602.0,598.0,,88.0,37.5,2695.0,,812.0,,1883.0,1345.0,,,40.0,,,I
19,2022-10-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,76.0,577.0,570.0,1.0,84.0,37.4,2833.0,,831.0,,2002.0,1343.0,,,18.0,,,I
20,2022-09-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,77.0,529.0,530.0,,76.0,37.5,2843.0,,817.0,,2026.0,1337.0,,,18.0,,,I
21,2022-08-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,72.0,516.0,511.0,,77.0,37.5,3141.0,,848.0,,2293.0,1337.0,,,43.0,,,I
22,2022-07-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,86.0,686.0,700.0,,72.0,37.5,3088.0,,716.0,,2372.0,1349.0,,,24.0,,,I
23,2022-06-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,84.0,829.0,827.0,,86.0,37.5,4907.0,,1114.0,,3793.0,1346.0,,,106.0,,,I
24,2022-05-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,81.0,878.0,875.0,,84.0,37.5,6139.0,,1367.0,,4772.0,1353.0,,,145.0,,,I
25,2022-04-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,77.0,840.0,835.0,-1.0,81.0,38.7,5586.0,,1263.0,,4323.0,1346.0,,,145.0,,,I
26,2022-03-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,59.0,789.0,771.0,,77.0,38.3,920.0,,210.0,,710.0,1346.0,,,124.0,,,I
27,2022-02-01,28,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,59.0,438.0,438.0,,59.0,38.4,2151.0,,580.0,,1571.0,1346.0,,,108.0,,,I
28,2022-01-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,59.0,511.0,511.0,,59.0,38.2,2654.0,,649.0,,2005.0,1342.0,,,114.0,,,I
29,2021-12-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,55.0,471.0,467.0,,59.0,38.4,2450.0,,675.0,,1775.0,1342.0,,,89.0,,,I
30,2021-11-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,53.0,501.0,499.0,,55.0,37.7,2456.0,,661.0,,1795.0,1343.0,,,112.0,,,I
31,2021-10-01,31,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,53.0,560.0,560.0,,53.0,37.9,2689.0,,670.0,,2019.0,1343.0,,,139.0,,,I
32,2021-09-01,30,PR,NOBLE ENERGY INC,123,41586,0,NIOBRARA,56.0,479.0,482.0,,53.0,40.0,3345.0,,855.0,,2490.0,1416.0,,,138.0,,,C
