,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,150.0,164.0,185.0,,129.0,37.0,1034.0,3.0,248.0,,783.0,1305.0,,,335.0,,,M
1,2024-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,125.0,163.0,138.0,,150.0,36.0,1142.0,,238.0,,904.0,1305.0,,,87.0,,,M
2,2024-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,79.0,159.0,113.0,,125.0,37.0,923.0,9.0,248.0,,666.0,1305.0,,,,,,
3,2024-02-01,29,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,111.0,123.0,155.0,,79.0,36.0,855.0,2.0,232.0,,621.0,1305.0,,,,,,
4,2024-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,126.0,95.0,110.0,,111.0,36.0,913.0,,248.0,,665.0,1308.0,,,,,,
5,2023-12-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,129.0,154.0,157.0,,126.0,35.0,931.0,,248.0,,683.0,1338.0,,,,,,
6,2023-11-01,22,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,135.0,157.0,163.0,,129.0,36.0,722.0,,170.0,,552.0,1338.0,,,,,,
7,2023-10-01,24,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,15.0,133.0,13.0,,135.0,35.0,661.0,,192.0,,469.0,1338.0,,,,,,
8,2023-09-01,13,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,1.0,49.0,35.0,,15.0,35.0,248.0,,76.0,,172.0,1338.0,,,60.0,,,M
9,2023-08-01,1,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,82.0,3.0,84.0,,1.0,34.0,28.0,,4.0,,24.0,1338.0,,,1.0,,,M
10,2023-07-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,68.0,120.0,106.0,,82.0,34.0,1685.0,11.0,236.0,,1438.0,1338.0,,,58.0,,,M
11,2023-06-01,24,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,121.0,160.0,213.0,,68.0,35.0,1618.0,7.0,192.0,,1419.0,1338.0,,,74.0,,,M
12,2023-05-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,95.0,240.0,214.0,,121.0,35.0,1939.0,,248.0,,1691.0,1338.0,,,51.0,,,M
13,2023-04-01,30,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,121.0,202.0,228.0,,95.0,35.0,1834.0,,240.0,,1594.0,1338.0,,,72.0,,,M
14,2023-03-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,200.0,262.0,341.0,,121.0,35.0,2293.0,1.0,248.0,,2044.0,1338.0,,,200.0,,,M
15,2023-02-01,28,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,66.0,247.0,113.0,,200.0,37.0,2336.0,120.0,224.0,,1992.0,1338.0,,,96.0,,,M
16,2023-01-01,31,PR,FUNDARE RESOURCES OPERATING COMPANY LLC,123,36130,0,NIOBRARA,80.0,198.0,212.0,,66.0,35.0,2184.0,61.0,248.0,,1875.0,1357.0,,,81.0,,,M
