,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,210.0,249.0,397.0,,62,36.6,,,,,,,,,30.0,,,C
1,2024-04-01,30,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,105.0,242.0,137.0,,210,39.6,,,,,,,,,21.0,,,C
2,2024-03-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,138.0,408.0,442.0,1.0,105,38.8,230.0,,,,230.0,1403.0,,,45.0,,,C
3,2024-02-01,29,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,229.0,358.0,448.0,-1.0,138,37.8,279.0,,,,279.0,1336.0,,,40.0,,,C
4,2024-01-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,67.0,308.0,147.0,1.0,229,42.4,144.0,,,,144.0,1326.0,,,20.0,,,C
5,2023-12-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,271.0,462.0,667.0,1.0,67,37.0,294.0,,,,294.0,1332.0,,,53.0,,,C
6,2023-11-01,30,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,151.0,330.0,209.0,-1.0,271,37.9,405.0,,,,405.0,1326.0,,,29.0,,,C
7,2023-10-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,309.0,464.0,622.0,,151,36.1,78.0,,,,78.0,1352.0,,,72.0,,,C
8,2023-09-01,30,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,145.0,577.0,412.0,-1.0,309,35.0,777.0,,,,777.0,1372.0,,,167.0,,,C
9,2023-08-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,219.0,128.0,203.0,1.0,145,37.8,414.0,,,,414.0,1374.0,,,5.0,,,C
10,2023-07-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,126.0,496.0,403.0,,219,37.9,19.0,,,,19.0,1346.0,,,89.0,,,C
11,2023-06-01,30,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,163.0,581.0,617.0,-1.0,126,38.1,,,,,,,,,86.0,,,C
12,2023-05-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,198.0,632.0,667.0,,163,38.4,,,,,,,,,86.0,,,M
13,2023-04-01,30,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,51.0,521.0,374.0,,198,42.2,,,,,,,,,30.0,,,I
14,2023-03-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,242.0,1.0,192.0,,51,40.8,,,,,,,,,,,,
15,2023-02-01,28,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,118.0,336.0,213.0,1.0,242,42.6,,,,,,,,,20.0,,,I
16,2023-01-01,28,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,62.0,56.0,,,118,,,,,,,,,,2.0,,,I
17,2022-12-01,16,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,144.0,89.0,171.0,,62,41.4,,,,,,,,,8.0,,,I
18,2022-11-01,30,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,65.0,300.0,222.0,1.0,144,40.0,481.0,,,,481.0,1345.0,,,25.0,,,I
19,2022-10-01,31,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,242.0,403.0,580.0,,65,39.2,176.0,,,,176.0,1343.0,,,281.0,,,I
20,2022-09-01,25,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,499.0,502.0,760.0,1.0,242,38.0,53.0,,,,53.0,1337.0,,,,,,
21,2022-08-01,24,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,240.0,496.0,236.0,-1.0,499,37.4,121.0,,,,121.0,1337.0,,,,,,
22,2022-07-01,19,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,306.0,343.0,410.0,1.0,240,37.2,,,,,,,,,5.0,,,I
23,2022-06-01,17,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,302.0,262.0,257.0,-1.0,306,39.3,809.0,,,,809.0,1346.0,,,15.0,,,I
24,2022-05-01,10,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,92.0,210.0,,,302,,,,,,,,,,10.0,,,I
25,2022-04-01,0,SI,NOBLE ENERGY INC,123,33945,0,NIOBRARA,232.0,,140.0,,92,36.7,,,,,,,,,,,,
26,2022-03-01,18,PR,NOBLE ENERGY INC,123,33945,0,NIOBRARA,168.0,279.0,214.0,-1.0,232,40.1,200.0,,,,200.0,1346.0,,,24.0,,,I
