,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2024-05-01,31,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,336.0,2151.0,2224.0,,263.0,34.1,15362.0,,551.0,,14811.0,1480.0,,,1138.0,,,M
1,2024-03-01,31,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,492.0,2684.0,2778.0,,398.0,34.1,13337.0,,560.0,,12777.0,1341.0,,,1570.0,,,M
2,2024-02-01,29,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,350.0,2515.0,2372.0,-1.0,492.0,34.1,11832.0,,515.0,,11317.0,1337.0,,,1268.0,,,M
3,2024-01-01,23,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,286.0,2214.0,2149.0,-1.0,350.0,34.1,8107.0,,402.0,,7705.0,1441.0,,,902.0,,,M
4,2023-12-01,31,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,355.0,2752.0,2822.0,1.0,286.0,36.1,10766.0,,560.0,,10206.0,1337.0,,,1269.0,,,M
5,2023-11-01,30,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,469.0,3017.0,3131.0,,355.0,36.1,11521.0,,545.0,,10976.0,1388.0,,,1296.0,,,M
6,2023-10-01,24,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,284.0,2824.0,2639.0,,469.0,36.1,9747.0,,438.0,,9309.0,1545.0,,,608.0,,,M
7,2023-09-01,30,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,280.0,3166.0,3162.0,,284.0,36.1,12459.0,,540.0,,11919.0,1364.0,,,1240.0,,,M
8,2023-08-01,31,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,303.0,3609.0,3633.0,1.0,280.0,36.1,13487.0,,566.0,,12921.0,1368.0,,,1449.0,,,M
9,2023-07-01,31,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,487.0,3955.0,4139.0,,303.0,36.1,14918.0,,554.0,,14364.0,1342.0,,,1375.0,,,M
10,2023-06-01,29,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,504.0,3940.0,3956.0,-1.0,487.0,36.7,12946.0,,516.0,,12430.0,1352.0,,,1236.0,,,M
11,2023-05-01,29,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,227.0,4007.0,3730.0,,504.0,36.7,11932.0,,499.0,,11433.0,1314.0,,,900.0,,,M
12,2023-04-01,30,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,335.0,4188.0,4296.0,,227.0,36.7,12615.0,,545.0,,12070.0,1346.0,,,1671.0,,,M
13,2023-03-01,26,PR,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,,4761.0,4426.0,,335.0,36.6,7551.0,,458.0,,7093.0,1211.0,,,,,,
14,2023-02-01,0,SI,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,,,,,,,,,,,,,,,,,,
15,2023-01-01,0,SI,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,,,,,,,,,,,,,,,,,,
16,2022-12-01,0,SI,CIVITAS NORTH LLC,123,47117,0,NIOBRARA,,,,,,,,,,,,,,,,,,
