param_set,exp_reg_weight,knn_k,idw_power,MAPE_24,MAPE_36,MAPE_48,MAE_24,MAE_36,MAE_48,RMSE_24,RMSE_36,RMSE_48
"(0.125, 2, 1.4)",0.125,2,1.4,0.2516035667564092,0.24984040117823195,0.2474869478007836,20834.9133152807,23657.119738255653,25650.156890511607,30016.661111993308,34487.12208581098,37504.700312450936
"(0.125, 2, 1.45)",0.125,2,1.45,0.2519981869358975,0.250252823856573,0.24789062243066268,20861.320358794026,23688.555990895467,25682.962237262826,30062.38009328228,34542.85346715919,37561.53696201616
"(0.125, 2, 1.5)",0.125,2,1.5,0.2523850909628301,0.250649564177344,0.24827889647789964,20887.696336010536,23718.96524686776,25714.65018793035,30107.68842024163,34597.96000592958,37617.553982626
"(0.125, 2, 1.55)",0.125,2,1.55,0.25276641272460126,0.2510354125170939,0.24865103981975478,20915.270565031096,23748.686510274703,25745.13888522116,30152.498720372918,34652.34583779895,37672.66958126522
"(0.125, 2, 1.6)",0.125,2,1.6,0.25313579061427405,0.2514059972703431,0.24900692054897694,20942.712941606984,23777.396376644407,25774.403603283823,30196.739651134965,34705.93398034641,37726.81998140673
"(0.125, 2, 1.65)",0.125,2,1.65,0.25349269706272115,0.25177275467991744,0.24935656802970046,20969.37806553098,23806.395787100533,25802.95927281338,30240.353764591255,34758.66377041255,37779.95698898523
"(0.125, 2, 1.7)",0.125,2,1.7,0.2538429532679641,0.25213393851769234,0.24969909670528723,20995.68338731391,23836.037957006818,25831.76388539271,30283.295610679885,34810.488583686834,37832.045805973525
"(0.125, 2, 1.75)",0.125,2,1.75,0.25418228509875906,0.2524872084255978,0.25004380616138244,21021.336354790663,23865.94564240195,25862.84246278737,30325.5300575001,34861.37381282841,37883.06307511726
"(0.125, 2, 1.8)",0.125,2,1.8,0.2545086906249697,0.25282743875094255,0.2503806287657754,21046.169935045258,23894.92498919495,25893.527783886304,30367.0308081294,34911.29508126962,37932.99513939705
"(0.125, 2, 1.85)",0.125,2,1.85,0.2548226722857653,0.25315658216805453,0.250710845817363,21070.208787238174,23922.975227245446,25924.26714318663,30407.779094846024,34960.236671020015,37981.83650001952
"(0.125, 2, 1.9)",0.125,2,1.9,0.2551316605762143,0.25347336516979346,0.2510287175247304,21094.680226261495,23950.07471898119,25953.915060599702,30447.76253305645,35008.190144091044,38029.58845709417
"(0.125, 2, 1.95)",0.125,2,1.95,0.25542995050707173,0.2537826939904893,0.2513400067886437,21118.536436113813,23976.78519506354,25983.009376331705,30486.974118625163,35055.153138496345,38076.25791759526
"(0.125, 2, 2.0)",0.125,2,2.0,0.2557171037308989,0.25408441185014635,0.2516449372945697,21141.644546825904,24002.941938317483,26011.576118272522,30525.411353633575,35101.12832110365,38121.85635572598
"(0.125, 3, 0.0)",0.125,3,0.0,0.23926086340459563,0.23624629850353274,0.2298571165156694,21183.901739749417,23844.671334745435,25127.946469141705,30288.789008060703,34456.04083102908,36759.11029660267
"(0.125, 3, 0.05)",0.125,3,0.05,0.23849726573475957,0.2353554515788169,0.22907614577667554,21090.7180922601,23734.5458519933,25023.834881638493,30143.399668472972,34291.33459481927,36622.290225930665
"(0.125, 3, 0.1)",0.125,3,0.1,0.23780788316402682,0.23455465560124872,0.22841351609491617,20999.61210645543,23629.70066018499,24927.126120082736,30004.522065516387,34135.04067250852,36494.56544236162
"(0.125, 3, 0.15)",0.125,3,0.15,0.23718428844516914,0.23392851154355304,0.22788223729739804,20911.080875305903,23532.082529941043,24839.78711346342,29873.027357038274,33988.18079188187,36376.764719860774
"(0.125, 3, 0.2)",0.125,3,0.2,0.23666885838457494,0.23344777833528196,0.22740253208134192,20828.978654456056,23443.876484438697,24756.351823008783,29749.77655590839,33851.74372692255,36269.6626212697
"(0.125, 3, 0.25)",0.125,3,0.25,0.236179314100251,0.2330170316029533,0.22701574384006262,20747.402836314643,23358.043030841334,24680.193896943278,29635.591736897914,33726.65088496266,36173.95312803339
"(0.125, 3, 0.3)",0.125,3,0.3,0.235734216463274,0.23262625811691776,0.2267363626761502,20667.04651191355,23275.57654235753,24612.07268142162,29531.22091790953,33613.716163551755,36090.21855769889
"(0.125, 3, 0.35)",0.125,3,0.35,0.23551183336015927,0.23226363959143165,0.22651568287101345,20601.625688711632,23195.64514572227,24548.31856864202,29437.29982517577,33513.6038618446,36018.89690490356
"(0.125, 3, 0.4)",0.125,3,0.4,0.23536870496877707,0.2320265728000656,0.22636719588660345,20545.222591312042,23129.744915038325,24489.447156654023,29354.315349553595,33426.79003223264,35960.2523113503
"(0.125, 3, 0.45)",0.125,3,0.45,0.23528159895959438,0.23194968921507822,0.22627371478634523,20492.959843697583,23074.693511347483,24435.02434583009,29282.57604986603,33353.53305708432,35914.353777561606
"(0.125, 3, 0.5)",0.125,3,0.5,0.23526437570340625,0.23192017629978395,0.2262505246331763,20449.01385426315,23023.85383084507,24390.56154846775,29222.194238777098,33293.858124872,35881.06616917501
"(0.125, 3, 0.55)",0.125,3,0.55,0.23528257883351694,0.23195062115488452,0.22634269193116677,20407.043268601494,22978.347443039715,24354.900574482064,29173.082192861933,33247.55793134627,35860.05533613397
"(0.125, 3, 0.6)",0.125,3,0.6,0.23547397098076975,0.2320518651410138,0.22661927541400706,20379.17711866377,22941.01296998231,24334.063577345845,29134.962494006766,33214.209084067494,35850.80651296762
"(0.125, 3, 0.65)",0.125,3,0.65,0.23572903101038456,0.23230952608808392,0.22700212162168118,20356.894493000404,22918.441544030393,24323.3618046858,29107.390209630743,33193.20120647232,35852.652957301194
"(0.125, 3, 0.7)",0.125,3,0.7,0.2360215257152014,0.2326408852829011,0.22746514985742197,20338.276317928197,22902.168039727738,24324.96256693707,29089.783142313485,33183.77424250292,35864.810585994215
"(0.125, 3, 0.75)",0.125,3,0.75,0.23634989380615315,0.23300684896439622,0.22799634722280304,20323.803853182646,22890.17987227995,24336.784771272876,29081.45593556298,33185.059139692275,35886.41429912142
"(0.125, 3, 0.8)",0.125,3,0.8,0.23668365437601208,0.23341506046157678,0.228551501106812,20310.869467266024,22883.54384533145,24352.41980019177,29081.654259810737,33196.11772397761,35916.55246743505
"(0.125, 3, 0.85)",0.125,3,0.85,0.2370503122915737,0.23386950142918983,0.2291367584813287,20302.978805861625,22882.472561848874,24372.778740606893,29089.586265063954,33215.97875115266,35954.29725117543
"(0.125, 3, 0.9)",0.125,3,0.9,0.23744631945632694,0.2343224474651037,0.22973259435050966,20300.009665468602,22882.857704900875,24395.72813074997,29104.449597477644,33243.668404120275,35998.7296085989
"(0.125, 3, 0.95)",0.125,3,0.95,0.23786194190472307,0.23478511128249072,0.2303379874621315,20300.311707153967,22885.85392716206,24421.81816523276,29125.45326248267,33278.234607379905,36048.95878963078
"(0.125, 3, 1.0)",0.125,3,1.0,0.23830967551766613,0.23528703893007216,0.23097310445804808,20304.521742758294,22893.566162856157,24451.784744714307,29151.83434297903,33318.76531748264,36104.13671072225
"(0.125, 3, 1.05)",0.125,3,1.05,0.23878009258108818,0.23579303559267123,0.2316276725874174,20312.60687503974,22905.38731406106,24486.316395910213,29182.870028749283,33364.4014146599,36163.46790596513
"(0.125, 3, 1.1)",0.125,3,1.1,0.2392638745145114,0.23629924119491036,0.23231536895101895,20323.9944686983,22920.308971879458,24528.795589955287,29217.885630680168,33414.34503032994,36226.215833781855
"(0.125, 3, 1.15)",0.125,3,1.15,0.23975548815050002,0.2367977554896917,0.23299063188291744,20337.900308385775,22935.85096039116,24571.57550519738,29256.25931121775,33467.86418179456,36291.706278409794
"(0.125, 3, 1.2)",0.125,3,1.2,0.24025795431953362,0.23730311278544508,0.23367181885749724,20354.075026900773,22953.07816343665,24621.184916556642,29297.42422618555,33524.294523826575,36359.3284901179
"(0.125, 3, 1.25)",0.125,3,1.25,0.24076022598808663,0.23780592836198258,0.23436939199583443,20371.705147419165,22971.71848525026,24677.29692008444,29340.86869133293,33583.03892087999,36428.534600306324
"(0.125, 3, 1.3)",0.125,3,1.3,0.2412620648138028,0.2383279472173525,0.23506111866662263,20390.811977327965,22995.639979057796,24732.256082191627,29386.134890572528,33643.56542644395,36498.83774835506
"(0.125, 3, 1.35)",0.125,3,1.35,0.24176338544161707,0.23887852525441639,0.2357620751455647,20411.69976830814,23025.189578768077,24789.054030852323,29432.816548604453,33705.40414496402,36569.809273413
"(0.125, 3, 1.4)",0.125,3,1.4,0.2422696875984378,0.23943631315127534,0.23645305557547475,20434.53698759736,23057.948363345597,24846.07577033497,29480.55590610233,33768.14335406664,36641.07525623187
"(0.125, 3, 1.45)",0.125,3,1.45,0.24278230439425527,0.2399767426915866,0.2371323299815792,20460.693721884556,23090.42049074707,24903.496727340098,29529.040263232142,33831.42518230987,36712.312640954086
"(0.125, 3, 1.5)",0.125,3,1.5,0.24327876601155704,0.2405275856909602,0.23779412754876056,20486.486613451856,23124.962028085512,24959.21847618212,29577.998296823487,33894.9410695313,36783.245121461616
"(0.125, 3, 1.55)",0.125,3,1.55,0.24376202057388144,0.2410778382756141,0.23843828844295226,20512.18110968374,23160.12221942505,25013.223501226883,29627.196306830796,33958.427181318504,36853.63893909302
"(0.125, 3, 1.6)",0.125,3,1.6,0.2442478489508019,0.24161196380274222,0.23906095974789493,20539.50572623752,23194.797324141608,25065.367573176674,29676.43450735936,34021.659904279426,36923.298706610825
"(0.125, 3, 1.65)",0.125,3,1.65,0.24473638885773066,0.24213746828311558,0.2396599996672669,20568.474863652336,23229.05595711805,25115.577016031755,29725.543445080337,34084.451512883265,36992.063346219846
"(0.125, 3, 1.7)",0.125,3,1.7,0.24523653462893802,0.24267283899511383,0.2402459486357104,20598.544637929775,23266.70322766678,25164.438614534854,29774.38060205921,34146.64607015394,37059.802206538654
"(0.125, 3, 1.75)",0.125,3,1.75,0.24573164857333857,0.24319799823917668,0.2408130138803763,20628.840551784746,23303.771806088895,25212.19029633536,29822.82721976583,34208.11560213099,37126.41140424433
"(0.125, 3, 1.8)",0.125,3,1.8,0.24621780351438635,0.2437165665665487,0.2413571261910811,20658.808903531233,23340.647730869016,25258.04364797814,29870.78536536106,34268.75656866936,37191.81042025595
"(0.125, 3, 1.85)",0.125,3,1.85,0.24668722926471148,0.2442247724044547,0.2418790034224907,20688.096908811138,23378.252616248814,25302.045958585008,29918.175249432497,34328.48663990209,37255.93896743186
"(0.125, 3, 1.9)",0.125,3,1.9,0.24714833223875013,0.24473756230713187,0.24237951633754387,20718.891517162883,23419.187526691116,25344.270700523055,29964.932795467448,34387.24177775582,37318.75413647768
"(0.125, 3, 1.95)",0.125,3,1.95,0.2475947567717005,0.24523079944567136,0.24286559639873992,20748.839359497077,23458.68695621009,25385.63634998363,30011.007454899758,34444.97361463551,37380.22781874484
