a,b,min_months,max_months,discard_gaps,lateral_length_ft,has_produced,sufficient_data,actual_months,API_Label,formations
-3.5174913173236586,-0.00261981639545314,36,48,True,5342.0,True,True,48,05-123-31642,NIOBRARA
-2.179528163442113,-0.004220184720764429,36,48,True,3745.0,True,True,48,05-123-32812,NIOBRARA
-1.8841799775448052,-0.005304678363741324,36,48,True,4381.0,True,True,48,05-123-33023,NIOBRARA
-3.460916636288068,-0.001325163848972695,36,48,True,4409.0,True,True,36,05-123-33065,NIOBRARA
-1.7939717156046726,-0.0027748550135588135,36,48,True,3430.0,True,True,48,05-123-33067,NIOBRARA
-2.4215784869312356,-0.003998280590907232,36,48,True,4301.0,True,True,48,05-123-33080,NIOBRARA
-2.7603277946687323,-0.004837950872115916,36,48,True,4228.0,True,True,46,05-123-33082,NIOBRARA
-2.750555082107265,-0.0029008221466672746,36,48,True,4396.0,True,True,48,05-123-33086,NIOBRARA
-2.049493891904922,-0.0034375655996308385,36,48,True,4342.0,True,True,48,05-123-33087,NIOBRARA
-2.1640311588865413,-0.005220836941815333,36,48,True,4420.0,True,True,48,05-123-33097,NIOBRARA
-2.2365146080381764,-0.0027256490006874285,36,48,True,4321.0,True,True,48,05-123-33166,NIOBRARA
-2.154049321666167,-0.005586232091022602,36,48,True,4348.0,True,True,48,05-123-33231,NIOBRARA
-2.0917894543005855,-0.0022266807648477025,36,48,True,4314.0,True,True,48,05-123-33238,NIOBRARA
-2.214964180806812,-0.005325007292948221,36,48,True,4345.0,True,True,48,05-123-33267,NIOBRARA
-2.4283350461697335,-0.0040117629550614434,36,48,True,4412.0,True,True,48,05-123-33311,NIOBRARA
-2.141693109670139,-0.003853517584264167,36,48,True,4380.0,True,True,48,05-123-33330,NIOBRARA
-2.6119003237310325,-0.004625172022452664,36,48,True,4442.0,True,True,48,05-123-33368,NIOBRARA
-2.1685778745941837,-0.0032187954984148944,36,48,True,4327.0,True,True,48,05-123-33413,NIOBRARA
-3.1902058675494014,-0.0028199598280406937,36,48,True,4282.0,True,True,48,05-123-33436,NIOBRARA
-2.1918190602357877,-0.004951706666866275,36,48,True,4288.0,True,True,48,05-123-33451,NIOBRARA
-2.917842536089814,-0.003991407184143195,36,48,True,4314.0,True,True,48,05-123-33475,NIOBRARA
-2.491543446250067,-0.003784519479325811,36,48,True,4328.0,True,True,48,05-123-33493,NIOBRARA
-2.1305091529033784,-0.004031632295014181,36,48,True,4262.0,True,True,48,05-123-33563,NIOBRARA
