a,b,min_months,max_months,discard_gaps,lateral_length_ft,has_produced,sufficient_data,actual_months,API_Label,formations
-3.94498373145094,-0.0016631716827705174,36,48,True,5342.0,True,True,48,05-123-31642,NIOBRARA
-3.320024704868598,-0.001969290528583832,36,48,True,3745.0,True,True,48,05-123-32812,NIOBRARA
-2.8675121875733556,-0.0017128854946189388,36,48,True,4381.0,True,True,48,05-123-33023,NIOBRARA
-3.727578161837616,-0.0021169160193643334,36,48,True,4409.0,True,True,36,05-123-33065,NIOBRARA
-2.5574629698449916,-0.0013308740404682838,36,48,True,3430.0,True,True,48,05-123-33067,NIOBRARA
-3.1497159019753913,-0.0015896388662945103,36,48,True,4301.0,True,True,48,05-123-33080,NIOBRARA
-3.617727951788698,-0.0017297921700409997,36,48,True,4228.0,True,True,46,05-123-33082,NIOBRARA
-3.58465374232068,-0.0012513794316321818,36,48,True,4396.0,True,True,48,05-123-33086,NIOBRARA
-2.661151511669079,-0.0016510012355360087,36,48,True,4342.0,True,True,48,05-123-33087,NIOBRARA
-3.2626060503744054,-0.0014835120860386404,36,48,True,4420.0,True,True,48,05-123-33097,NIOBRARA
-2.782161464690766,-0.0015679725043070034,36,48,True,4321.0,True,True,48,05-123-33166,NIOBRARA
-2.696415449924185,-0.0032621645757542556,36,48,True,4348.0,True,True,48,05-123-33231,NIOBRARA
-2.6758933169474255,-0.0017578185268012825,36,48,True,4314.0,True,True,48,05-123-33238,NIOBRARA
-2.903988666769515,-0.002560210811762911,36,48,True,4345.0,True,True,48,05-123-33267,NIOBRARA
-3.0037234568097744,-0.0024212063763754,36,48,True,4412.0,True,True,48,05-123-33311,NIOBRARA
-2.5958715129524106,-0.002566700277382027,36,48,True,4380.0,True,True,48,05-123-33330,NIOBRARA
-3.3860183460632722,-0.0018892881343985733,36,48,True,4442.0,True,True,48,05-123-33368,NIOBRARA
-2.9330493620376394,-0.0015380007555653367,36,48,True,4327.0,True,True,48,05-123-33413,NIOBRARA
-3.9957613613045933,-0.0012417311767568208,36,48,True,4282.0,True,True,48,05-123-33436,NIOBRARA
-2.9519095913763502,-0.002025165625544045,36,48,True,4288.0,True,True,48,05-123-33451,NIOBRARA
-3.6977001014389974,-0.0014420049006213969,36,48,True,4314.0,True,True,48,05-123-33475,NIOBRARA
-3.4859998868258515,-0.001538802528951393,36,48,True,4328.0,True,True,48,05-123-33493,NIOBRARA
-2.5374077102062986,-0.002568454737263979,36,48,True,4262.0,True,True,48,05-123-33563,NIOBRARA
-4.437129461362631,-0.0019614231243318164,36,48,True,4281.0,True,True,48,05-123-33681,NIOBRARA
-2.87648104324428,-0.001874972770949979,36,48,True,3533.0,True,True,48,05-123-33688,NIOBRARA
-3.291047912027086,-0.0015567979724113975,36,48,True,4344.0,True,True,48,05-123-33689,NIOBRARA
-3.5269942151783025,-0.001237738707333292,36,48,True,4028.0,True,True,48,05-123-33800,NIOBRARA
-4.23655887767639,-0.0017066445583662916,36,48,True,4364.0,True,True,48,05-123-33801,NIOBRARA
-4.227895981683334,-0.0019602194102441976,36,48,True,4288.0,True,True,48,05-123-33822,NIOBRARA
-2.9479313476767195,-0.001690948976018991,36,48,True,4368.0,True,True,48,05-123-33945,NIOBRARA
-3.2358984492902176,-0.0020222101300867365,36,48,True,4180.0,True,True,48,05-123-33955,NIOBRARA
-4.17149939758832,-0.0018770430358446555,36,48,True,4476.0,True,True,48,05-123-33956,NIOBRARA
-3.3357123031162965,-0.001886471126821314,36,48,True,4283.0,True,True,48,05-123-33959,NIOBRARA
-3.695785151054442,-0.0017304963682122736,36,48,True,5784.0,True,True,48,05-123-33960,NIOBRARA
-4.2635434532871646,-0.001964847291214428,36,48,True,4329.0,True,True,48,05-123-34100,NIOBRARA
-2.63911771267484,-0.0014822812614467612,36,48,True,4313.0,True,True,48,05-123-34152,NIOBRARA
-3.447418759101296,-0.0013518829297325485,36,48,True,4393.0,True,True,48,05-123-34351,NIOBRARA
-3.391817063854701,-0.001438872340160876,36,48,True,4313.0,True,True,48,05-123-34384,NIOBRARA
-4.322104049100837,-0.002051518349753013,36,48,True,3779.0,True,True,48,05-123-34387,NIOBRARA
-4.096856218120611,-0.0017590789802120932,36,48,True,4397.0,True,True,48,05-123-34404,NIOBRARA
-3.3425701241803663,-0.0016537497964239768,36,48,True,4260.0,True,True,48,05-123-34418,NIOBRARA
-3.295693564461676,-0.0014627760545957822,36,48,True,6691.0,True,True,48,05-123-34420,NIOBRARA
-3.265450944843859,-0.0021473361721282094,36,48,True,4007.0,True,True,48,05-123-34430,NIOBRARA
-4.1798953102260406,-0.0017112511108112296,36,48,True,3801.0,True,True,48,05-123-34438,NIOBRARA
-3.555122940762627,-0.0015732657505959614,36,48,True,4013.0,True,True,48,05-123-34685,NIOBRARA
-3.5541750466866517,-0.001565100544560672,36,48,True,4649.0,True,True,48,05-123-34749,NIOBRARA
-3.7921786097033734,-0.0017202042679847307,36,48,True,3948.0,True,True,48,05-123-34824,NIOBRARA
-4.085673801574328,-0.001808750022871513,36,48,True,9488.0,True,True,48,05-123-34825,NIOBRARA
-3.8089929773018416,-0.0015680798957507299,36,48,True,3960.0,True,True,48,05-123-34880,NIOBRARA
-4.05347105223512,-0.001461570576417024,36,48,True,4077.0,True,True,48,05-123-34888,NIOBRARA
-2.9678868871806525,-0.0014302587435180403,36,48,True,4020.0,True,True,48,05-123-34896,NIOBRARA
-3.796649213622071,-0.0014530266069705438,36,48,True,3919.0,True,True,48,05-123-34978,NIOBRARA
-4.192732379689446,-0.0014631763213650431,36,48,True,3907.0,True,True,48,05-123-34980,NIOBRARA
-3.669506996579378,-0.0014980354931200966,36,48,True,3690.0,True,True,48,05-123-35005,NIOBRARA
-3.9171409382469307,-0.001472534892438056,36,48,True,3991.0,True,True,48,05-123-35011,NIOBRARA
-3.2015512604034058,-0.0017414892780399094,36,48,True,4231.0,True,True,48,05-123-35102,NIOBRARA
-4.487202489125987,-0.00182828050876038,36,48,True,4172.0,True,True,48,05-123-35277,NIOBRARA
-2.6240058796074295,-0.001714384511928982,36,48,True,4306.0,True,True,48,05-123-35286,NIOBRARA
-2.52377418513738,-0.0016718345985786587,36,48,True,4260.0,True,True,48,05-123-35287,NIOBRARA
-2.703332500066424,-0.0014241686135277295,36,48,True,4383.0,True,True,48,05-123-35288,NIOBRARA
-4.4610115767460305,-0.0014811041668461819,36,48,True,5133.0,True,True,48,05-123-35357,NIOBRARA
