a,b,min_months,max_months,discard_gaps,lateral_length_ft,has_produced,sufficient_data,actual_months,API_Label,formations
-3.82835209910048,-0.0016461910034903764,36,48,True,5342.0,True,True,48,05-123-31642,NIOBRARA
-2.8380350935484198,-0.00243775289540087,36,48,True,3745.0,True,True,48,05-123-32812,NIOBRARA
-2.548621803330524,-0.0020669599416805974,36,48,True,4381.0,True,True,48,05-123-33023,NIOBRARA
-3.9039468306676075,-0.0009706537594977043,36,48,True,4409.0,True,True,36,05-123-33065,NIOBRARA
-2.278842477699422,-0.0014690143351574587,36,48,True,3430.0,True,True,48,05-123-33067,NIOBRARA
-2.89163390280416,-0.0019167634044201397,36,48,True,4301.0,True,True,48,05-123-33080,NIOBRARA
-3.3476125862248596,-0.0020383427793698983,36,48,True,4228.0,True,True,46,05-123-33082,NIOBRARA
-3.249302759506358,-0.0015218159072241885,36,48,True,4396.0,True,True,48,05-123-33086,NIOBRARA
-2.4479021495849747,-0.0019448544271654094,36,48,True,4342.0,True,True,48,05-123-33087,NIOBRARA
-2.7997896245487786,-0.0020311148126922057,36,48,True,4420.0,True,True,48,05-123-33097,NIOBRARA
-2.577230751523806,-0.0017574843239716214,36,48,True,4321.0,True,True,48,05-123-33166,NIOBRARA
-2.6066486347775126,-0.002827481544643788,36,48,True,4348.0,True,True,48,05-123-33231,NIOBRARA
-2.4244123998238667,-0.0019538117616425816,36,48,True,4314.0,True,True,48,05-123-33238,NIOBRARA
-2.622874811024978,-0.0029005132663495,36,48,True,4345.0,True,True,48,05-123-33267,NIOBRARA
-2.744267012792928,-0.002706981099554493,36,48,True,4412.0,True,True,48,05-123-33311,NIOBRARA
-2.5111895384963443,-0.0024936973648370586,36,48,True,4380.0,True,True,48,05-123-33330,NIOBRARA
-3.1357449807224578,-0.0021495381636884993,36,48,True,4442.0,True,True,48,05-123-33368,NIOBRARA
-2.605686290965002,-0.0018949480650115311,36,48,True,4327.0,True,True,48,05-123-33413,NIOBRARA
-3.753308255912347,-0.0014870246095910374,36,48,True,4282.0,True,True,48,05-123-33436,NIOBRARA
-2.706212398619234,-0.002344991284059767,36,48,True,4288.0,True,True,48,05-123-33451,NIOBRARA
-3.455582398191145,-0.0017481403226495057,36,48,True,4314.0,True,True,48,05-123-33475,NIOBRARA
-3.1849663156597483,-0.0016248838768993298,36,48,True,4328.0,True,True,48,05-123-33493,NIOBRARA
-2.502846815293686,-0.0025322167505994154,36,48,True,4262.0,True,True,48,05-123-33563,NIOBRARA
-4.166314962700097,-0.002183476352831245,36,48,True,4281.0,True,True,48,05-123-33681,NIOBRARA
-2.3495398838871324,-0.002449121084160465,36,48,True,3533.0,True,True,48,05-123-33688,NIOBRARA
-2.7719097824141077,-0.002111628811733838,36,48,True,4344.0,True,True,48,05-123-33689,NIOBRARA
-3.3220260121760194,-0.001461364585831853,36,48,True,4028.0,True,True,48,05-123-33800,NIOBRARA
-3.9881288480557306,-0.002043640193936395,36,48,True,4364.0,True,True,48,05-123-33801,NIOBRARA
-3.88414979889435,-0.0022781274630362036,36,48,True,4288.0,True,True,48,05-123-33822,NIOBRARA
-2.7020032192388608,-0.0020153108524910376,36,48,True,4368.0,True,True,48,05-123-33945,NIOBRARA
-2.8791923581606027,-0.0024976362997065093,36,48,True,4180.0,True,True,48,05-123-33955,NIOBRARA
-3.7858670366004272,-0.002368787877249596,36,48,True,4476.0,True,True,48,05-123-33956,NIOBRARA
-2.978783113774324,-0.0022127918337333107,36,48,True,4283.0,True,True,48,05-123-33959,NIOBRARA
-3.272578845960056,-0.00221013342346984,36,48,True,5784.0,True,True,48,05-123-33960,NIOBRARA
-3.744456982836012,-0.0022594885041933277,36,48,True,4329.0,True,True,48,05-123-34100,NIOBRARA
-2.348372294496973,-0.0017870005369928963,36,48,True,4313.0,True,True,48,05-123-34152,NIOBRARA
-3.2867043067729833,-0.0015004938968985473,36,48,True,4393.0,True,True,48,05-123-34351,NIOBRARA
-3.190352932938957,-0.0017065074613460437,36,48,True,4313.0,True,True,48,05-123-34384,NIOBRARA
-3.7617561303961096,-0.002685012079510101,36,48,True,3779.0,True,True,48,05-123-34387,NIOBRARA
-3.7062723678747864,-0.0019267911979072316,36,48,True,4397.0,True,True,48,05-123-34404,NIOBRARA
-3.1551946368328254,-0.0018568143856641985,36,48,True,4260.0,True,True,48,05-123-34418,NIOBRARA
-3.1784021992727696,-0.0015584956837653432,36,48,True,6691.0,True,True,48,05-123-34420,NIOBRARA
-2.624900021117815,-0.0027233732611518084,36,48,True,4007.0,True,True,48,05-123-34430,NIOBRARA
-3.866887964456111,-0.0019512023145713676,36,48,True,3801.0,True,True,48,05-123-34438,NIOBRARA
-3.268780917326212,-0.0019280322380352598,36,48,True,4013.0,True,True,48,05-123-34685,NIOBRARA
-3.2972242627666737,-0.001892443193227603,36,48,True,4649.0,True,True,48,05-123-34749,NIOBRARA
-3.372036154991064,-0.0022041309628121094,36,48,True,3948.0,True,True,48,05-123-34824,NIOBRARA
-3.7443472452352893,-0.002234265592943741,36,48,True,9488.0,True,True,48,05-123-34825,NIOBRARA
-3.4477660766155105,-0.001975296427376194,36,48,True,3960.0,True,True,48,05-123-34880,NIOBRARA
-3.821631274345076,-0.0017423994988336837,36,48,True,4077.0,True,True,48,05-123-34888,NIOBRARA
-2.7173727336607714,-0.0017459276587839057,36,48,True,4020.0,True,True,48,05-123-34896,NIOBRARA
-3.5573129611562324,-0.0017548615327970627,36,48,True,3919.0,True,True,48,05-123-34978,NIOBRARA
-4.027279909060537,-0.0016147509152455363,36,48,True,3907.0,True,True,48,05-123-34980,NIOBRARA
-2.8203844966929252,-0.0021983658475698315,36,48,True,3690.0,True,True,48,05-123-35005,NIOBRARA
-3.6725184306966976,-0.0017720877952660016,36,48,True,3991.0,True,True,48,05-123-35011,NIOBRARA
-2.696951737943979,-0.0019656863461427585,36,48,True,4231.0,True,True,48,05-123-35102,NIOBRARA
-4.055038333636614,-0.0019469626516286152,36,48,True,4172.0,True,True,48,05-123-35277,NIOBRARA
-2.364587182118525,-0.0020572400152646265,36,48,True,4306.0,True,True,48,05-123-35286,NIOBRARA
-2.2595225249689626,-0.0020094828713519445,36,48,True,4260.0,True,True,48,05-123-35287,NIOBRARA
-2.3217230528869117,-0.0018245308625409343,36,48,True,4383.0,True,True,48,05-123-35288,NIOBRARA
-4.316683395782307,-0.0016226804864098827,36,48,True,5133.0,True,True,48,05-123-35357,NIOBRARA
-3.6093458730557395,-0.0025306699272642343,36,48,True,5512.0,True,True,48,05-123-35424,NIOBRARA
-4.006290686410352,-0.0017923102462568247,36,48,True,4039.0,True,True,48,05-123-35500,NIOBRARA
-3.5517134342343755,-0.0026878597057376358,36,48,True,4365.0,True,True,48,05-123-35685,NIOBRARA
-3.8407928560974707,-0.002077512053613179,36,48,True,4400.0,True,True,48,05-123-35804,NIOBRARA
-2.5314383930189055,-0.0027793907362952054,36,48,True,4340.0,True,True,48,05-123-35812,NIOBRARA
-3.5409283788428723,-0.0025035767345097885,36,48,True,4396.0,True,True,48,05-123-35814,NIOBRARA
-4.043677474668714,-0.0018819142686718226,36,48,True,4134.0,True,True,48,05-123-35958,NIOBRARA
-4.159710561415247,-0.0014802377220922403,36,48,True,6724.0,True,True,48,05-123-36029,NIOBRARA
-3.9807467890688994,-0.002147068617431559,36,48,True,4347.0,True,True,48,05-123-36034,NIOBRARA
-3.9600941439500925,-0.0010798806405183277,36,48,True,6865.0,True,True,48,05-123-36052,NIOBRARA
-3.0985565219899565,-0.002093668537509687,36,48,True,6716.0,True,True,48,05-123-36057,NIOBRARA
-2.6034002956744606,-0.002478940136804682,36,48,True,4411.0,True,True,48,05-123-36068,NIOBRARA
-3.566119826493551,-0.0012161188880823617,36,48,True,7547.0,True,True,48,05-123-36121,NIOBRARA
-3.2610407488380706,-0.002177348867891789,36,48,True,4075.0,True,True,48,05-123-36123,NIOBRARA
-2.600307773606837,-0.0016350920520121972,36,48,True,6659.0,True,True,48,05-123-36124,NIOBRARA
-3.576651593677926,-0.0018318186215380095,36,48,True,4059.0,True,True,48,05-123-36127,NIOBRARA
-3.4931972217230522,-0.0020207235311045985,36,48,True,6677.0,True,True,48,05-123-36130,NIOBRARA
-3.3183003848404367,-0.0022064118056090063,36,48,True,5084.0,True,True,48,05-123-36168,NIOBRARA
