a,b,min_months,max_months,discard_gaps,lateral_length_ft,has_produced,sufficient_data,actual_months,API_Label,formations
-3.9926449168034805,-0.0017010848073435686,36,48,True,5531.698516983312,True,True,48.0,05-123-31642,NIOBRARA
-3.4980258660249657,-0.001909184925962896,36,48,True,4014.594797181063,True,True,48.0,05-123-32812,NIOBRARA
-2.935075495813005,-0.0016643231913678839,36,48,True,4427.873055119524,True,True,48.0,05-123-33023,NIOBRARA
0.652880030370497,-0.0030570261439407023,36,48,True,71.15162506477701,True,True,36.0,05-123-33065,NIOBRARA
-2.610890750475934,-0.0014030480388394586,36,48,True,3252.887196332254,True,True,48.0,05-123-33067,NIOBRARA
-3.148408371732467,-0.001538656039492307,36,48,True,4098.636990389741,True,True,48.0,05-123-33080,NIOBRARA
-3.7006721353530705,-0.001680683332029522,36,48,True,4309.143540051584,True,True,46.0,05-123-33082,NIOBRARA
-3.609200625529916,-0.001261824985379304,36,48,True,4142.782897281329,True,True,48.0,05-123-33086,NIOBRARA
-2.659968336446585,-0.0016062525173395567,36,48,True,4175.34194713484,True,True,48.0,05-123-33087,NIOBRARA
-3.2903852368266087,-0.0013922217738854045,36,48,True,4167.82599677028,True,True,48.0,05-123-33097,NIOBRARA
-2.7858236598917414,-0.0015328368422741264,36,48,True,4129.72767346151,True,True,48.0,05-123-33166,NIOBRARA
-2.701621809629764,-0.0037075371833043703,36,48,True,4560.028090142853,True,True,48.0,05-123-33231,NIOBRARA
-2.705038892103286,-0.0017260143391403249,36,48,True,4239.544492546793,True,True,48.0,05-123-33238,NIOBRARA
-2.977980576158098,-0.0024912012559761255,36,48,True,4308.963466446878,True,True,48.0,05-123-33267,NIOBRARA
-3.0095332444836274,-0.0023632177271116885,36,48,True,4149.9939287902935,True,True,48.0,05-123-33311,NIOBRARA
-2.5577299833806046,-0.002747364619150599,36,48,True,4307.7660119331085,True,True,48.0,05-123-33330,NIOBRARA
-3.492287195206444,-0.0018715644232863132,36,48,True,4700.672716860178,True,True,48.0,05-123-33368,NIOBRARA
-2.9540845824918036,-0.0014663370349770157,36,48,True,4099.5240924235,True,True,48.0,05-123-33413,NIOBRARA
-3.974091558180527,-0.0012133809423000945,36,48,True,4048.326429757549,True,True,48.0,05-123-33436,NIOBRARA
-2.9414700892804784,-0.0020089413173305696,36,48,True,4113.066372002904,True,True,48.0,05-123-33451,NIOBRARA
-3.7567199009684558,-0.0013955419473419648,36,48,True,4389.488498132749,True,True,48.0,05-123-33475,NIOBRARA
-3.453335755015329,-0.0017055461159017457,36,48,True,4127.960617694202,True,True,48.0,05-123-33493,NIOBRARA
-2.5559099311464077,-0.00261044667206496,36,48,True,4391.599099809509,True,True,48.0,05-123-33563,NIOBRARA
,,36,48,True,4162.962724691331,True,False,,05-123-33564,NIOBRARA
-4.502136138311732,-0.0019448873117493713,36,48,True,4378.611187887652,True,True,48.0,05-123-33681,NIOBRARA
-3.0325810300003124,-0.0017816076199606153,36,48,True,3713.2341264075208,True,True,48.0,05-123-33688,NIOBRARA
-3.4208739076789083,-0.001457794642180273,36,48,True,4407.585761376168,True,True,48.0,05-123-33689,NIOBRARA
-3.6300608520907516,-0.0012033606359846958,36,48,True,4311.223286656838,True,True,48.0,05-123-33800,NIOBRARA
-4.296622769373156,-0.0016540012407648718,36,48,True,4427.413085494662,True,True,48.0,05-123-33801,NIOBRARA
-4.370232069358842,-0.0019240252122621703,36,48,True,4639.822226620466,True,True,48.0,05-123-33822,NIOBRARA
-2.9980757454349978,-0.001647739661393086,36,48,True,4416.160899058861,True,True,48.0,05-123-33945,NIOBRARA
-3.3544169900929526,-0.0019533068213130576,36,48,True,4404.149411651922,True,True,48.0,05-123-33955,NIOBRARA
