a,b,min_months,max_months,discard_gaps,lateral_length_ft,has_produced,sufficient_data,actual_months,API_Label,formations
-3.909982442884664,-0.0016265536436557266,36,48,True,5342.0,True,True,48,05-123-31642,NIOBRARA
-3.1395159893308624,-0.0021101840057508605,36,48,True,3745.0,True,True,48,05-123-32812,NIOBRARA
-2.7575914341539542,-0.0018176104420215132,36,48,True,4381.0,True,True,48,05-123-33023,NIOBRARA
-3.9313446092721924,-0.0012496921165899724,36,48,True,4409.0,True,True,36,05-123-33065,NIOBRARA
-2.4391965915249285,-0.0013295208492409582,36,48,True,3430.0,True,True,48,05-123-33067,NIOBRARA
-3.058222963740904,-0.0016950422510408562,36,48,True,4301.0,True,True,48,05-123-33080,NIOBRARA
-3.5159831483309922,-0.00182413112001821,36,48,True,4228.0,True,True,46,05-123-33082,NIOBRARA
-3.4505022036809945,-0.0013244169339773943,36,48,True,4396.0,True,True,48,05-123-33086,NIOBRARA
-2.5862454623993365,-0.0017446723250906938,36,48,True,4342.0,True,True,48,05-123-33087,NIOBRARA
-3.0930670387335044,-0.0016701815422039087,36,48,True,4420.0,True,True,48,05-123-33097,NIOBRARA
-2.7000049133248,-0.0016335696145584877,36,48,True,4321.0,True,True,48,05-123-33166,NIOBRARA
-2.7098963426953895,-0.0028464961113861672,36,48,True,4348.0,True,True,48,05-123-33231,NIOBRARA
-2.58435757341251,-0.001825548598778549,36,48,True,4314.0,True,True,48,05-123-33238,NIOBRARA
-2.783159503929306,-0.0026734099461371537,36,48,True,4345.0,True,True,48,05-123-33267,NIOBRARA
-2.8953424408925956,-0.0025216366983493127,36,48,True,4412.0,True,True,48,05-123-33311,NIOBRARA
-2.5947119418156,-0.0024240382769200692,36,48,True,4380.0,True,True,48,05-123-33330,NIOBRARA
-3.2977955793587945,-0.0019517991082514717,36,48,True,4442.0,True,True,48,05-123-33368,NIOBRARA
-2.802730619887844,-0.0016688307335581264,36,48,True,4327.0,True,True,48,05-123-33413,NIOBRARA
-3.9196136968014867,-0.001311248628143087,36,48,True,4282.0,True,True,48,05-123-33436,NIOBRARA
-2.875434683519642,-0.002099218512449692,36,48,True,4288.0,True,True,48,05-123-33451,NIOBRARA
-3.614610897227559,-0.0015390493373127496,36,48,True,4314.0,True,True,48,05-123-33475,NIOBRARA
-3.4011502637073487,-0.0014734667606548435,36,48,True,4328.0,True,True,48,05-123-33493,NIOBRARA
-2.543626341506765,-0.002515604961421653,36,48,True,4262.0,True,True,48,05-123-33563,NIOBRARA
-4.345433320738813,-0.002016780120726969,36,48,True,4281.0,True,True,48,05-123-33681,NIOBRARA
-2.6781143839373946,-0.0020655109833086546,36,48,True,3533.0,True,True,48,05-123-33688,NIOBRARA
-3.0888954529205637,-0.0017471831905843727,36,48,True,4344.0,True,True,48,05-123-33689,NIOBRARA
-3.456745355073316,-0.0013095658786509447,36,48,True,4028.0,True,True,48,05-123-33800,NIOBRARA
-4.148199114141796,-0.00181484625593768,36,48,True,4364.0,True,True,48,05-123-33801,NIOBRARA
-4.102772061577182,-0.0020563110922822976,36,48,True,4288.0,True,True,48,05-123-33822,NIOBRARA
-2.8665962423980824,-0.0017871085617749414,36,48,True,4368.0,True,True,48,05-123-33945,NIOBRARA
-3.107958643524335,-0.0021691936291203,36,48,True,4180.0,True,True,48,05-123-33955,NIOBRARA
