a,b,min_months,max_months,discard_gaps,lateral_length_ft,has_produced,sufficient_data,actual_months,API_Label,formations
-3.86950967588694,-0.001625272427277011,36,48,True,5342.0,True,True,48,05-123-31642,NIOBRARA
-2.9798489450173244,-0.0022700374771513544,36,48,True,3745.0,True,True,48,05-123-32812,NIOBRARA
-2.651119888356624,-0.0019352449820429086,36,48,True,4381.0,True,True,48,05-123-33023,NIOBRARA
-3.944094294300943,-0.001015540425930345,36,48,True,4409.0,True,True,36,05-123-33065,NIOBRARA
-2.353599544169705,-0.0013914814940964746,36,48,True,3430.0,True,True,48,05-123-33067,NIOBRARA
-2.9715879571317294,-0.001804270766956983,36,48,True,4301.0,True,True,48,05-123-33080,NIOBRARA
-3.4287888410171306,-0.0019254677279648502,36,48,True,4228.0,True,True,46,05-123-33082,NIOBRARA
-3.3414927595397863,-0.001424228377500435,36,48,True,4396.0,True,True,48,05-123-33086,NIOBRARA
-2.5145631949769465,-0.0018429119200921607,36,48,True,4342.0,True,True,48,05-123-33087,NIOBRARA
-2.9364995331945196,-0.001854838375927243,36,48,True,4420.0,True,True,48,05-123-33097,NIOBRARA
-2.6332325504885747,-0.0016959093265694098,36,48,True,4321.0,True,True,48,05-123-33166,NIOBRARA
-2.6648726579842648,-0.002772532724779242,36,48,True,4348.0,True,True,48,05-123-33231,NIOBRARA
-2.499401524756244,-0.0018927416498643482,36,48,True,4314.0,True,True,48,05-123-33238,NIOBRARA
-2.6951433329113095,-0.0027799155951981603,36,48,True,4345.0,True,True,48,05-123-33267,NIOBRARA
-2.8117727155030154,-0.0026128563973986307,36,48,True,4412.0,True,True,48,05-123-33311,NIOBRARA
-2.559378367334269,-0.0024267489135363744,36,48,True,4380.0,True,True,48,05-123-33330,NIOBRARA
-3.21490835385494,-0.0020410597920362777,36,48,True,4442.0,True,True,48,05-123-33368,NIOBRARA
-2.6949344379686018,-0.001786536652464801,36,48,True,4327.0,True,True,48,05-123-33413,NIOBRARA
-3.8374039681750785,-0.0013943689381876205,36,48,True,4282.0,True,True,48,05-123-33436,NIOBRARA
-2.790830070903564,-0.0022100669408646016,36,48,True,4288.0,True,True,48,05-123-33451,NIOBRARA
-3.533354664595929,-0.0016411769134535127,36,48,True,4314.0,True,True,48,05-123-33475,NIOBRARA
-3.294211866685368,-0.0015305785158350415,36,48,True,4328.0,True,True,48,05-123-33493,NIOBRARA
-2.5301668218145763,-0.0025049082075972924,36,48,True,4262.0,True,True,48,05-123-33563,NIOBRARA
-4.253073410984263,-0.002093078293957065,36,48,True,4281.0,True,True,48,05-123-33681,NIOBRARA
-2.5013516310815542,-0.002258456062372601,36,48,True,3533.0,True,True,48,05-123-33688,NIOBRARA
-2.9175426913372546,-0.0019313678818369889,36,48,True,4344.0,True,True,48,05-123-33689,NIOBRARA
-3.3879355973219183,-0.0013844322175471122,36,48,True,4028.0,True,True,48,05-123-33800,NIOBRARA
-4.065048476274368,-0.0019269235400688805,36,48,True,4364.0,True,True,48,05-123-33801,NIOBRARA
-3.9868874331488944,-0.002166300415109804,36,48,True,4288.0,True,True,48,05-123-33822,NIOBRARA
-2.7836954792516253,-0.0018954932624249588,36,48,True,4368.0,True,True,48,05-123-33945,NIOBRARA
-2.988220359978462,-0.002327803882953701,36,48,True,4180.0,True,True,48,05-123-33955,NIOBRARA
-3.907063446120346,-0.002194433903651023,36,48,True,4476.0,True,True,48,05-123-33956,NIOBRARA
-3.077411857501033,-0.002096541437062597,36,48,True,4283.0,True,True,48,05-123-33959,NIOBRARA
-3.4006892946760825,-0.002041524680485936,36,48,True,5784.0,True,True,48,05-123-33960,NIOBRARA
-3.872656365200301,-0.0021881038062706104,36,48,True,4329.0,True,True,48,05-123-34100,NIOBRARA
-2.4376799522838675,-0.001685507009236253,36,48,True,4313.0,True,True,48,05-123-34152,NIOBRARA
-3.333304990049755,-0.0014488429730421326,36,48,True,4393.0,True,True,48,05-123-34351,NIOBRARA
-3.2558969736122854,-0.0016118225381424722,36,48,True,4313.0,True,True,48,05-123-34384,NIOBRARA
-3.943501147476929,-0.0024537590078977834,36,48,True,3779.0,True,True,48,05-123-34387,NIOBRARA
-3.8259238667572806,-0.0018557999700532656,36,48,True,4397.0,True,True,48,05-123-34404,NIOBRARA
-3.2259365738528585,-0.0017656707273505418,36,48,True,4260.0,True,True,48,05-123-34418,NIOBRARA
-3.2112733839202776,-0.0015310191121078755,36,48,True,6691.0,True,True,48,05-123-34420,NIOBRARA
-2.7986608234960517,-0.002519591078251309,36,48,True,4007.0,True,True,48,05-123-34430,NIOBRARA
-3.9695571700443204,-0.0018407803692457405,36,48,True,3801.0,True,True,48,05-123-34438,NIOBRARA
-3.357588142748614,-0.0018079396378946051,36,48,True,4013.0,True,True,48,05-123-34685,NIOBRARA
-3.376534037580845,-0.001781047719913522,36,48,True,4649.0,True,True,48,05-123-34749,NIOBRARA
-3.5073828015472683,-0.0020202310130361303,36,48,True,3948.0,True,True,48,05-123-34824,NIOBRARA
-3.859881224181063,-0.0020696900459360942,36,48,True,9488.0,True,True,48,05-123-34825,NIOBRARA
-3.567252247166228,-0.0018262371304353755,36,48,True,3960.0,True,True,48,05-123-34880,NIOBRARA
-3.8930114772830904,-0.0016476028458884352,36,48,True,4077.0,True,True,48,05-123-34888,NIOBRARA
-2.8003134037733926,-0.0016331264423371321,36,48,True,4020.0,True,True,48,05-123-34896,NIOBRARA
-3.6356720508292524,-0.0016484564461080584,36,48,True,3919.0,True,True,48,05-123-34978,NIOBRARA
-4.080686390088413,-0.0015611441143349393,36,48,True,3907.0,True,True,48,05-123-34980,NIOBRARA
-2.9784781084837495,-0.0020270908905259803,36,48,True,3690.0,True,True,48,05-123-35005,NIOBRARA
-3.7439457286931828,-0.0016760734371297215,36,48,True,3991.0,True,True,48,05-123-35011,NIOBRARA
-2.8378889440368225,-0.0018426094228936164,36,48,True,4231.0,True,True,48,05-123-35102,NIOBRARA
-4.207880235783049,-0.0018267476338929731,36,48,True,4172.0,True,True,48,05-123-35277,NIOBRARA
-2.447479763503737,-0.0019349612785163404,36,48,True,4306.0,True,True,48,05-123-35286,NIOBRARA
-2.3402464038508084,-0.0018937941541232238,36,48,True,4260.0,True,True,48,05-123-35287,NIOBRARA
-2.4219037362811644,-0.0017070880405984554,36,48,True,4383.0,True,True,48,05-123-35288,NIOBRARA
-4.360636026590634,-0.0015741801663062749,36,48,True,5133.0,True,True,48,05-123-35357,NIOBRARA
-3.770333325726735,-0.0022933454678168257,36,48,True,5512.0,True,True,48,05-123-35424,NIOBRARA
-4.062244903020622,-0.0017175755212215879,36,48,True,4039.0,True,True,48,05-123-35500,NIOBRARA
-3.6927181373844937,-0.0024649237192944937,36,48,True,4365.0,True,True,48,05-123-35685,NIOBRARA
-3.9180179334073593,-0.0019748681206952262,36,48,True,4400.0,True,True,48,05-123-35804,NIOBRARA
-2.6661145565243296,-0.002586239402232637,36,48,True,4340.0,True,True,48,05-123-35812,NIOBRARA
-3.666729845496152,-0.002327772732612924,36,48,True,4396.0,True,True,48,05-123-35814,NIOBRARA
